,Word,POS
1502,its,FW
1503,mahasiswi,VB
1504,bisnis,NN
1505,castaneda,VB
1506,uii,NN
1507,gata,NN
1508,langsung,RB
1509,ajar,VB
1510,desain,IN
1511,grafis,NN
1512,selenggara,NN
1513,departemen,NN
1514,medkominfo,FW
1515,lem,FW
1516,fh,FW
1517,uii,FW
1518,maret,FW
1519,serah,NN
1520,sertifikat,NN
1521,hadiah,NN
1522,anak,NN
1523,uii,NN
1524,sih,JJ
1525,bah,MD
1526,uii,VB
1527,dpt,FW
1528,ice,FW
1529,chocolate,FW
1530,gin,FW
1531,sedap,FW
1532,uii,FW
1533,koyo,NN
